14.96	1024.07	463.26		
25.18	1020.04	444.37		
5.11	1012.16	488.56		
20.86	1010.24	446.48		
10.82	1009.23	473.9		
26.27	1012.23	443.67		
15.89	1014.02	467.35		
9.48	1019.12	478.42		
14.64	1021.78	475.98		
11.74	1015.14	477.5		
17.99	1008.64	453.02		
20.14	1014.66	453.99		
24.34	1011.31	440.29		
25.71	1012.77	451.28		
26.19	1009.48	433.99		
21.42	1015.76	462.19		
18.21	1022.86	467.54		
11.04	1022.6	477.2		
14.45	1023.97	459.85		
13.97	1015.15	464.3		
17.76	1009.09	468.27		
5.41	1019.16	495.24		
7.76	1008.52	483.8		
27.23	1014.3	443.61		
27.36	1003.18	436.06		
27.47	1009.97	443.25		
14.6	1011.11	464.16		
7.91	1023.57	475.52		
5.81	1012.14	484.41		
30.53	1012.69	437.89		
23.87	1019.02	445.11		
26.09	1013.64	438.86		
29.27	1011.11	440.98		
27.38	1010.08	436.65		
24.81	1018.76	444.26		
12.75	1007.29	465.86		
24.66	1011.4	444.37		
16.38	1010.08	450.69		
13.91	1014.69	469.02		
23.18	1012.04	448.86		
22.47	1007.62	447.14		
13.39	1017.24	469.18		
9.28	1018.33	482.8		
11.82	1014.12	476.7		
10.27	1020.63	474.99		
22.92	1019.28	444.22		
16	1020.24	461.33		
21.22	1010.96	448.06		
13.46	1014.51	474.6		
9.39	1029.14	473.05		
31.07	1010.58	432.06		
12.82	1018.71	467.41		
32.57	1011.6	430.12		
8.11	1014.82	473.62		
13.92	1012.94	471.81		
23.04	1010.23	442.99		
27.31	1014.65	442.77		
5.91	1010.18	491.49		
25.26	1013.68	447.46		
27.97	1002.25	446.11		
26.08	1007.03	442.44		
29.01	1013.61	446.22		
12.18	1016.67	471.49		
13.76	1008.89	463.5		
25.5	1016.02	440.01		
28.26	1014.56	441.03		
21.39	1019.49	452.68		
7.26	1020.43	474.91		
10.54	1018.71	478.77		
27.71	998.14	434.2		
23.11	1017.83	437.91		
7.51	1024.61	477.61		
26.46	1016.65	431.65		
29.34	998.58	430.57		
10.32	1008.82	481.09		
22.74	1009.56	445.56		
13.48	1012.71	475.74		
25.52	1010.36	435.12		
21.58	1017.39	446.15		
27.66	1001.31	436.64		
26.96	1013.89	436.69		
12.29	1016.53	468.75		
15.86	1012.18	466.6		
13.87	1024.42	465.48		
24.09	1014.93	441.34		
20.45	1012.53	441.83		
15.07	1019	464.7		
32.72	1009.6	437.99		
18.23	1015.55	459.12		
35.56	1006.56	429.69		
18.36	1010.57	459.8		
26.35	1009.81	433.63		
25.92	1014.62	442.84		
8.01	1014.49	485.13		
19.63	1025.09	459.12		
20.02	1012.05	445.31		
10.08	1022.7	480.8		
27.23	1005.23	432.55		
23.37	1013.42	443.86		
18.74	1018.3	449.77		
14.81	1017.19	470.71		
23.1	1011.93	452.17		
10.72	1021.6	478.29		
29.46	1006.96	428.54		
8.1	1020.66	478.27		
27.29	1007.63	439.58		
17.1	1005.53	457.32		
11.49	1018.79	475.51		
23.69	1010.85	439.66		
13.51	1011.03	471.99		
9.64	1015.1	479.81		
25.65	1010.83	434.78		
21.59	1011.18	446.58		
27.98	1013.92	437.76		
18.8	1001.24	459.36		
18.28	1016.99	462.28		
13.55	1016.08	464.33		
22.99	1010.71	444.36		
23.94	1014.32	438.64		
13.74	1018.69	470.49		
21.3	1001.86	455.13		
27.54	1017.06	450.22		
24.81	1009.34	440.43		
4.97	1014.02	482.98		
15.22	1014.19	460.44		
23.88	1012.81	444.97		
33.01	1005.2	433.94		
25.98	1012.28	439.73		
28.18	1005.89	434.48		
21.67	1017.93	442.33		
17.67	1014.26	457.67		
21.37	1018.8	454.66		
28.69	1017.71	432.21		
16.61	1012.25	457.66		
27.91	1010.27	435.21		
20.97	1007.64	448.22		
10.8	1013.79	475.51		
20.61	1013.24	446.53		
25.45	1011.7	441.3		
30.16	1007.67	433.54		
4.99	1020.45	472.52		
10.51	1012.59	474.77		
33.79	1001.62	435.1		
21.34	1016.92	450.74		
23.4	1014.32	442.7		
32.21	1003.34	426.56		
14.26	1016	463.71		
27.71	1016.85	447.06		
21.95	1018.02	452.27		
25.76	1018.49	445.78		
23.68	1017.93	438.65		
8.28	1011.55	480.15		
23.44	1016.46	447.19		
25.32	1008.47	443.04		
3.94	1008.06	488.81		
17.3	1016.26	455.75		
18.2	1018.83	455.86		
21.43	1013.94	457.68		
11.16	1014.95	479.11		
30.38	1007.44	432.84		
23.36	1016.18	448.37		
21.69	1007.56	447.06		
23.62	1014.1	443.53		
21.87	1011.13	445.21		
29.25	1015.53	441.7		
20.03	1013.05	450.93		
18.14	1002.95	451.44		
24.23	1012.32	441.29		
18.11	1014.48	458.85		
6.57	1018.24	481.46		
12.56	1016.93	467.19		
13.4	1020.5	461.54		
27.1	1006.28	439.08		
14.28	1028.79	467.22		
16.29	1019.49	468.8		
31.24	1004.66	426.93		
10.57	1024.36	474.65		
13.8	1022.93	468.97		
25.3	1010.18	433.97		
18.06	1009.52	450.53		
25.42	1011.98	444.51		
15.07	1015.29	469.03		
11.75	1019.36	466.56		
20.23	1012.15	457.57		
27.31	1006.24	440.13		
28.57	1003.57	433.24		
17.9	1008.64	452.55		
23.83	1002.04	443.29		
27.92	1005.47	431.76		
17.34	1007.81	454.97		
17.94	1012.42	456.7		
6.4	1007.75	486.03		
11.78	1011.37	472.79		
20.28	1010.12	452.03		
21.04	1012.26	443.41		
25.11	1014.49	441.93		
30.28	1007.51	432.64		
8.14	1013.15	480.25		
16.86	1004.47	466.68		
6.25	1020.19	494.39		
22.35	1012.46	454.72		
17.98	1012.28	448.71		
21.19	1013.43	469.76		
20.94	1009.64	450.71		
24.23	1009.8	444.01		
19.18	1017.46	453.2		
20.88	1012.39	450.87		
23.67	1019.67	441.73		
14.12	1018.41	465.09		
25.23	1020.59	447.28		
6.54	1011.54	491.16		
20.08	1017.99	450.98		
24.67	1013.75	446.3		
27.82	1008.37	436.48		
15.55	1017.41	460.84		
24.26	1013.43	442.56		
13.45	1020.19	467.3		
11.06	1021.47	479.13		
24.91	1008.72	441.15		
22.39	1011.78	445.52		
11.95	1015.62	475.4		
14.85	1014.91	469.3		
10.11	1017.17	463.57		
23.67	1006.71	445.32		
16.14	1020.36	461.03		
15.11	1014.99	466.74		
24.14	1018.47	444.04		
30.08	1017.6	434.01		
14.77	1020.5	465.23		
27.6	1009.63	440.6		
13.89	1023.66	466.74		
26.85	1017.43	433.48		
12.41	1023.36	473.59		
13.08	1020.75	474.81		
18.93	1017.58	454.75		
20.5	1009.6	452.94		
30.72	1009.94	435.83		
7.55	1014.53	482.19		
13.49	1030.46	466.66		
15.62	1013.03	462.59		
24.8	1020.69	447.82		
10.03	1014.55	462.73		
22.43	1012.06	447.98		
14.95	1009.15	462.72		
24.78	1016.82	442.42		
23.2	1008.64	444.69		
14.01	1016.73	466.7		
19.4	1020.38	453.84		
30.15	1013.83	436.92		
6.91	1021.82	486.37		
29.04	1015.42	440.43		
26.02	1010.94	446.82		
5.89	1005.11	484.91		
26.52	1008.27	437.76		
28.53	1013.27	438.91		
16.59	1007.97	464.19		
22.95	1009.89	442.19		
23.96	1008.38	446.86		
17.48	1018.89	457.15		
6.69	1020.14	482.57		
10.25	1007.44	476.03		
28.87	1008.69	428.89		
12.04	1018.07	472.7		
22.58	1009.04	445.6		
15.12	1014.63	464.78		
25.48	1017.02	440.42		
27.87	1003.96	428.41		
23.72	1010.65	438.5		
25	1007.84	438.28		
8.42	1022.35	476.29		
22.46	1011.5	448.46		
29.92	1008.62	438.99		
11.68	1017.9	471.8		
14.04	1012.74	471.81		
19.86	1016.12	449.82		
25.99	1013.13	442.14		
23.42	1009.74	441.46		
10.6	1011.37	477.62		
20.97	1011.45	446.76		
14.14	1012.46	472.52		
8.56	1021.27	471.58		
24.86	1001.15	440.85		
29	1011.33	431.37		
27.59	1008.64	437.33		
10.45	1015.68	469.22		
8.51	1023.51	471.11		
29.82	1010.98	439.17		
22.56	1012.11	445.33		
11.38	1018.62	473.71		
20.25	1016.28	452.66		
22.42	1007.12	440.99		
14.85	1014.48	467.42		
25.62	1010.02	444.14		
19.85	1020.57	457.17		
13.67	1015.92	467.87		
24.39	1009.78	442.04		
16.07	1019.52	471.36		
11.6	1009.81	460.7		
31.38	1010.35	431.33		
29.91	998.59	432.6		
19.67	1014.07	447.61		
27.18	1016.27	443.87		
21.39	1009.2	446.87		
10.45	1020.57	465.74		
19.46	1014.02	447.86		
23.55	1020.16	447.65		
23.35	1011.78	437.87		
9.26	1016.87	483.51		
10.3	1018.21	479.65		
20.94	1016.88	455.16		
23.13	1002.49	431.91		
12.77	1014.13	470.68		
28.29	1009.29	429.28		
19.13	1018.32	450.81		
24.44	1011.49	437.73		
20.32	1015.16	460.21		
20.54	1001.6	442.86		
12.16	1021.51	482.99		
28.09	1013.27	440		
9.25	1033.25	478.48		
21.75	1015.01	455.28		
23.7	1002.07	436.94		
16.22	1022.36	461.06		
24.75	1013.97	438.28		
10.48	1011.81	472.61		
29.53	1003.7	426.85		
12.59	1017.76	470.18		
23.5	1012.31	455.38		
29.01	1006.44	428.32		
9.75	1010.57	480.35		
19.55	1020.2	455.56		
21.05	1013.14	447.66		
24.72	1006.74	443.06		
21.19	1014.19	452.43		
10.77	1019.94	477.81		
28.68	1004.72	431.66		
29.87	1004.53	431.8		
22.99	1006.65	446.67		
24.66	1018	445.26		
32.63	1013.85	425.72		
31.38	1008.73	430.58		
23.87	1018.94	439.86		
25.6	1013.31	441.11		
27.62	1011.6	434.72		
30.1	1014.23	434.01		
12.19	1019.43	475.64		
